"camera","id","secret","server","farm","exposure","aperture","iso","date-taken","focal-length","color","daily-project-active","color2"
"Nikon D5000","9428662745","d64099d1f9","7289","8","1/1/2000","null","400","2013:07:28 15:09:10","null","#843c3c","","#b1ad8f"
"Nikon D5000","10220885284","54ed8c69e0","5494","6","1/250","1.8","100","2013:10:10 16:44:12","null","#d6b42e","","#281b11"
"Nikon D5000","9845039586","8a9503b969","3816","4","1/40","null","1000","2013:09:02 08:18:02","null","#744c34","","#c1bcad"
"Nikon D5000","9431431150","41114864f4","5336","6","1/1/1250","7.1","100","2013:07:28 11:47:17","null","#98c044","","#2a2a2e"
"Nikon D5000","10016458324","aec2d62a49","5459","6","1/80","2.5","100","2013:09:28 17:49:43","null","#b46434","","#c48f6b"
"Nikon D5000","9729866856","a5711bf0ed","3818","4","1/1/2000","2","100","2013:09:11 18:09:55","null","#b4a431","","#e2c6a4"
"Nikon D5000","9484734594","a90171e970","2894","3","1/250","2.5","200","2013:08:10 18:15:05","null","#267cb2","","#e4dad2"
"Nikon D5000","9431459142","f9669c5728","7451","8","1/1/2000","null","400","2013:07:28 15:09:33","null","#ac4c44","","#c6c7bd"
"Nikon D5000","10222262624","5d7cd11d84","8256","9","1/80","2.2","100","2013:09:28 17:38:32","null","#ac7e44","","#1c201e"
"Nikon D5000","9844267245","ef075aebfb","3704","4","1/40","null","100","2013:09:02 17:52:45","null","#39a4b6","","#dbd3b0"
"Nikon D5000","9413806980","fd3f73e36f","3695","4","1/320","1.8","800","2013:07:27 20:38:49","null","#d79547","","#e5ae67"
"Nikon D5000","9279562480","05d467cc1d","7340","8","1/60","14","200","2013:07:06 17:56:25","null","#a850cc","","#263031"
"Nikon D5000","9413807774","8591341126","5506","6","1/250","null","100","2013:07:27 19:10:44","null","#cbb48f","","#293e4e"
"Nikon D5000","9413809012","cd44de4316","5324","6","1/250","null","100","2013:07:27 19:12:57","null","#b46c4c","","#1a1618"
"Nikon D5000","9279560960","09fb77b055","5487","6","1/100","2.8","1000","2013:07:06 20:29:03","null","#60dce0","","#131313"
"Nikon D5000","9279920350","1e21d19b30","2809","3","1/125","null","200","2013:07:06 14:14:11","null","#6cbcac","","#533a4a"
"Nikon D5000","9279564094","02af3b8583","3789","4","1/1/4000","1.8","400","2013:07:05 17:24:24","null","#ddcc3a","","#22272f"
"Nikon D5000","9276777033","ac2132daac","3708","4","1/80","null","200","2013:07:06 16:16:43","null","#ec5a45","","#283139"
"Nikon D5000","9279918976","30d7891a32","5540","6","1/80","null","200","2013:07:06 16:14:55","null","#b01c24","","#314955"
"Nikon D5000","9276770043","6b4349bed5","5529","6","1/80","1.8","3200","2013:07:05 22:23:25","null","#c05e3e","","#b25d41"
"Nikon D5000","9276770481","473f8c5b09","3669","4","1/640","7.1","200","2013:07:05 15:44:28","null","#60b438","","#343434"
"Nikon D5000","9276768521","8d59f67034","3681","4","20","25","100","2013:07:04 21:15:54","null","#c89969","","#caa877"
"Nikon D5000","9276784073","f41ca8e115","7405","8","1/320","7.1","200","2013:07:05 15:43:01","null","#a4b439","","#1c331c"
"Nikon D5000","9276781279","4212c7ea9f","7340","8","1/400","1.8","100","2013:07:05 16:46:51","null","#b04074","","#c29a92"
"Nikon D5000","9276781993","e954485d8f","5513","6","1/50","2.8","1600","2013:07:04 21:01:04","null","#c5943f","","#c6c5a6"
"Nikon D5000","9279565976","61e5aeebe8","2824","3","1/50","2.8","1600","2013:07:04 21:05:47","null","#946844","","#10151d"
"Nikon D5000","9276783183","6af8b03b51","3739","4","1/50","4.5","1600","2013:07:04 21:03:45","null","null","","#c7c2b7"
"Nikon D5000","9279554596","5e9da88dde","7318","8","1/50","1.8","1600","2013:07:04 21:00:46","null","#c46c2c","","#b38d5f"
"Nikon D5000","9276771643","047d35d280","3688","4","1/100","1.8","1600","2013:07:04 20:54:55","null","#d65a2e","","#ae451f"
"Nikon D5000","9276776359","c0de5fbd63","7298","8","1/50","3.2","1600","2013:07:04 21:02:38","null","#a4543c","","#b09b77"
"Nikon D5000","9279555600","112a4b89ce","3769","4","1/400","5","1600","2013:07:04 20:50:13","null","#a0643c","","#0a0a0a"
"Nikon D5000","9279552560","63064301f2","3724","4","1/4/2017","18","1600","2013:07:04 20:34:06","null","#e4a43c","","#241f1a"
"Nikon D5000","9131566739","e56d716621","3770","4","1/250","null","200","2013:06:22 19:47:34","null","#e4b414","","#9ebfbc"
"Nikon D5000","9131574629","14921c3451","5550","6","1/160","null","800","2013:06:22 20:23:42","null","#ecda42","","#ddd1ae"
"Nikon D5000","9276778145","c0af45937d","5504","6","1/500","2.8","1600","2013:07:04 20:48:28","null","#9c6c2c","","#c69b8f"
"Nikon D5000","9279558950","037dac173b","2863","3","1","9","1600","2013:07:04 20:35:01","null","#c39245","","#ddbb7a"
"Nikon D5000","9276779965","9480475c1c","3709","4","1/8/2017","1.8","1600","2013:07:04 20:40:23","null","#44bcb4","","#5c4c36"
"Nikon D5000","9276778793","ca8f851fb5","5474","6","1/6/2017","1.8","1600","2013:07:04 20:47:13","null","#ae774d","","#a7ae9a"
"Nikon D5000","9279558450","8e6c4c3c5f","3691","4","1/80","1.8","6400","2013:07:04 20:22:40","null","#b23e2a","","#cba78c"
"Nikon D5000","9279556222","4449564a66","7398","8","1/10/2017","10","800","2013:07:04 20:11:18","null","#b18952","","#121210"
"Nikon D5000","9106602044","8c3659d027","7325","8","1/400","null","100","2013:06:19 15:15:07","null","#2834b0","","#293b38"
"Nikon D5000","9106600668","85478004f2","5331","6","1/100","null","100","2013:06:19 15:13:14","null","#bc7c6c","","#1a1d1e"
"Nikon D5000","9068922095","29e2a9bc02","3781","4","1/500","2","100","2013:05:19 13:17:18","null","#c99e44","","#2d311a"
"Nikon D5000","9131567047","90da06153f","7315","8","1/60","null","200","2013:06:22 19:46:48","null","#b88644","","#285043"
"Nikon D5000","9068916863","8913723e2e","3819","4","1/80","null","100","2013:06:15 16:05:22","null","#1844b6","","#16141d"
"Nikon D5000","9104371881","187db8efc7","2824","3","1/500","null","100","2013:06:19 15:18:49","null","#3989c5","","#2e3b44"
"Nikon D5000","8606213615","177b1e79e0","8119","9","1/125","null","400","2013:03:29 07:03:46","null","#c8186c","","#302f30"
"Nikon D5000","9097524508","5ff521fee9","2824","3","1/40","null","160","2013:06:19 13:25:43","null","#8b5c20","","#d0c9b9"
"Nikon D5000","9071141390","cdb2bd4c92","3746","4","1/1/1250","null","400","2013:06:13 19:12:04","null","#aaa14c","","#1d1e12"
"Nikon D5000","8875894129","ee1948cda1","7354","8","1/500","1.8","100","2013:05:19 13:56:30","null","#d1c43a","","#1f2010"
"Nikon D5000","8606210169","3c03628415","8243","9","1/160","null","400","2013:03:29 06:35:45","null","#b46c44","","#1b1e1d"
"Nikon D5000","8606212365","d762350760","8544","9","1/100","null","400","2013:03:29 06:46:17","null","#cc942c","","#292413"
"Nikon D5000","8607317424","4249976132","8245","9","1/160","null","400","2013:03:29 06:56:51","null","#8cd8cc","","#2f3e13"
"Nikon D5000","8606257111","4b39328ca6","8406","9","1/640","null","400","2013:03:29 06:38:16","null","#b47404","","#211f10"
"Nikon D5000","8607315822","75f3e92cb3","8250","9","1/80","null","400","2013:03:29 06:43:05","null","#2ca830","","#d8dbd4"
"Nikon D5000","8606209795","4da2eb9f08","8384","9","1/320","null","400","2013:03:29 06:33:59","null","#857e2f","","#f5f4f2"
"Nikon D5000","8606210763","0c2b644fe0","8402","9","1/640","null","400","2013:03:29 06:37:03","null","#b46404","","#27261b"
"Nikon D5000","8607316994","fe73b889b3","8387","9","1/100","null","400","2013:03:29 06:46:36","null","#806133","","#d2ddd7"
"Nikon D5000","8606245433","12b05f4cef","8399","9","1/320","null","400","2013:03:29 06:30:44","null","#0d7ab7","","#ccddd7"
"Nikon D5000","8606208479","33bd72b27c","8392","9","1/125","1.8","3200","2013:03:29 06:06:01","null","#4d8ba6","","#abc3d1"
"Nikon D5000","8607310644","32e4998417","8251","9","1/25/2017","null","800","2013:03:27 21:17:50","null","#44b8bc","","#bdbdbd"
"Nikon D5000","8606209015","72196e17dd","8265","9","1/400","2","1600","2013:03:29 06:16:07","null","#cb4a7f","","#c3d0e2"
"Nikon D5000","8606205823","7f8483cb7b","8262","9","1/30/2017","null","400","2013:03:27 20:10:15","null","#d79313","","#82af90"
"Nikon D5000","8598382699","64d88b8022","8525","9","1/320","1.8","1000","2013:03:25 22:57:15","null","#44c0c4","","#bbbbbb"
"Nikon D5000","8598386141","5419bf24c3","8104","9","1/1/3200","null","400","2013:03:26 10:44:55","null","#dca444","","#21201d"
"Nikon D5000","8606209401","a8f80c68c8","8382","9","1/100","null","400","2013:03:29 06:28:55","null","#5084b4","","#202927"
"Nikon D5000","8598382411","3172d36607","8238","9","1/1/2500","null","400","2013:03:26 10:49:41","null","#15ce98","","#c9b789"
"Nikon D5000","8607311566","78acb7ecd4","8264","9","1/80","1.8","3200","2013:03:29 06:03:39","null","#0c6c9c","","#091119"
"Nikon D5000","8599483438","ea2f288d95","8229","9","1/1/1000","5.6","1000","2013:03:24 18:15:57","null","#8e662c","","#eae1d6"
"Nikon D5000","8599480452","40e7e6b537","8380","9","1/25/2017","null","800","2013:03:24 19:03:47","null","#ed8832","","#1e232b"
"Nikon D5000","8598385521","e3a998c411","8108","9","1/640","4","500","2013:03:25 16:11:43","null","#44bc28","","#291d16"
"Nikon D5000","8511760337","746601bab6","8106","9","1/250","9","100","2013:02:22 12:41:12","null","#d80811","","#27211c"
"Nikon D5000","8598381567","df2b41f59d","8523","9","1/25/2017","null","800","2013:03:24 19:03:41","null","#e77917","","#cfd7d5"
"Nikon D5000","8599484214","543689c46a","8100","9","1/250","5","200","2013:03:25 17:21:55","null","#bc8464","","#24201c"
"Nikon D5000","8599486116","48cef6d38b","8247","9","1/1/1000","null","400","2013:03:24 18:33:37","null","#bc7448","","#d4d7cf"
"Nikon D5000","8570120973","0fd9012bd0","8378","9","1/1/2500","2.8","200","2013:03:12 14:11:04","null","#b1b255","","#26200f"
"Nikon D5000","8599482784","9c8455f52a","8510","9","1/50","11","200","2013:03:25 17:13:36","null","#c0882c","","#252a2b"
"Nikon D5000","8511760743","8d1dfa40e5","8240","9","1/1/1250","1.8","100","2013:02:22 12:25:13","null","#bc7c1c","","#1f2d24"
"Nikon D5000","8543586079","e226a72b84","8527","9","1/80","4.8","2000","2013:03:01 20:16:33","null","#956322","","#080505"
"Canon EOS REBEL T2i","8469437945","de6fc1500d","8381","9","1/640","5","200","2013:02:11 06:28:06","null","#5cd4d8","","#dedede"
"Nikon D5000","8512872402","d08e0efd64","8380","9","1/1/1600","3.5","100","2013:02:22 12:33:09","null","#f12828","","#e8657b"
"Nikon D5000","8511759737","8163198715","8532","9","1/1/4000","2.5","100","2013:02:22 12:40:09","null","#14549c","","#dccfb9"
"Nikon D5000","8511761663","cb631cf645","8384","9","1/1/2500","2.5","100","2013:02:22 12:34:59","null","#e32f3e","","#ced6e4"
"Nikon D5000","8511761241","48bc59571d","8238","9","1/1/4000","2.5","100","2013:02:22 12:35:23","null","#d82424","","#24291e"
"Nikon D5000","8470531490","e715305375","8381","9","1/50","null","400","2013:02:09 11:06:18","null","#146cac","","#c6baac"
"Nikon D5000","8350988420","757cdf1e9c","8091","9","1/250","null","800","2012:12:24 15:11:44","null","#06ad96","","#b69e7e"
"Nikon D5000","8470531876","1860eba5c5","8088","9","1/50","null","400","2013:02:07 11:32:59","null","#cea80e","","#262e32"
"Nikon D5000","8350989702","054244a715","8360","9","1/25/2017","null","400","2013:01:01 17:55:12","null","#34759f","","#cba888"
"Nikon D5000","8383342204","38b2fb0739","8232","9","1/60","null","1600","2013:01:14 19:01:24","null","#ac543c","","#110f0b"
"Nikon D5000","8349929473","f1ed6c1c0c","8079","9","1/25/2017","null","400","2013:01:01 17:54:50","null","#1076ac","","#e1d5c1"
"Nikon D5000","8469437677","212c145c4e","8367","9","1/160","null","400","2013:02:01 15:52:59","null","#c59e1e","","#171410"
"Nikon D5000","8469436547","5908c44809","8244","9","1/60","null","400","2013:01:26 11:43:55","null","#ccac04","","#d3c59f"
"Nikon D5000","8470530294","0fc17c669a","8227","9","1/250","5.6","400","2013:01:26 13:53:46","null","#c0487f","","#d8d3d1"
"Nikon D5000","8350990936","909b49c733","8183","9","1/40","null","400","2013:01:01 17:56:59","null","#ba7654","","#aa9382"
"Nikon D5000","8469436165","8dc438fbc4","8379","9","1/250","5.6","400","2013:01:26 14:02:37","null","#b51a65","","#c9c9c8"
"Nikon D5000","8246896728","497e8a95bc","8486","9","1/20/2017","8","800","2012:12:04 11:09:14","null","#aca830","","#c8c8c8"
"Nikon D5000","8300173171","c1d4342556","8079","9","1/60","null","200","2012:12:19 16:06:35","null","#695632","","#241e19"
"Nikon D5000","8349923201","90b162b3a5","8096","9","1/320","null","400","2012:12:19 14:24:57","null","#7ca444","","#d3cdaa"
"Nikon D5000","8240158583","39580b041d","8070","9","1/50","9","800","2012:11:30 12:45:55","null","#06a356","","#131b1b"
"Nikon D5000","8300171983","c352c29895","8215","9","1/320","null","400","2012:12:19 12:43:37","null","#d48b46","","#202016"
"Nikon D5000","8240157707","14e4bb7341","8487","9","1/100","null","800","2012:11:29 18:54:33","null","#b46649","","#d5b9a0"
"Nikon D5000","8245829163","c8173efbf8","8477","9","1/200","1.8","800","2012:12:04 11:07:16","null","#54d0d4","","#cecece"
"Nikon D5000","8349932831","5e89f6dc37","8231","9","1/640","null","400","2012:12:19 12:34:10","null","#95ae28","","#e1dfce"
"Nikon D5000","8215028527","f77990675f","8066","9","1/1/1600","null","100","2012:11:23 15:11:15","null","#0471bf","","#d3d8da"
"Nikon D5000","8210003198","ae2bf176b5","8489","9","1/200","null","200","2012:11:22 09:16:55","null","#c84ccc","","#e8e8e8"
"Nikon D5000","8216110684","b062950efa","8479","9","1/1/1000","null","100","2012:11:23 15:35:06","null","#e17f1c","","#2a2a25"
"Nikon D5000","8215029111","3e5846454b","8477","9","1/500","null","100","2012:11:23 14:45:24","null","#33796d","","#cee6ea"
"Nikon D5000","8148977665","030e5d7584","8466","9","1/40","null","1600","2012:10:31 00:17:31","null","#aca834","","#1b1b1b"
"Nikon D5000","8124030180","80952068d8","8051","9","1/320","1.8","1600","2012:10:22 21:23:12","null","#d49831","","#161b16"
"Nikon D5000","8124028210","a9b1d95b9c","8330","9","1/320","1.8","1600","2012:10:22 21:18:07","null","#04bcb4","","#c6d4d7"
"Nikon D5000","8148977345","f4357b520c","8049","9","1/250","null","400","2012:10:31 11:08:02","null","#4887af","","#262e34"
"Nikon D5000","8124007979","3fd54e333f","8470","9","1/160","3.2","400","2012:10:24 19:21:53","null","#e7ac07","","#2e1d15"
"Nikon D5000","8216111122","692df28fff","8343","9","1/1/1000","null","100","2012:11:23 15:01:41","null","#1555c4","","#d7dbc7"
"Nikon D5000","7870271244","cf7935e1dc","8282","9","1/800","null","200","2012:08:25 17:30:54","null","#a86947","","#e3e0dc"
"Nikon D5000","8001455420","608ec4cb7f","8461","9","1/800","6.3","200","2012:09:17 16:28:36","null","#9a7d1e","","#151311"
"Nikon D5000","8124013361","97b617ddc7","8183","9","1/250","2.2","400","2012:10:22 17:23:49","null","#ac442c","","#bbb4b8"
"Nikon D5000","8124012527","c2bde567c8","8056","9","1/250","2.2","400","2012:10:22 17:26:46","null","#05a6b0","","#be9b83"
"Nikon D5000","8001455080","da3349d813","8175","9","1/60","4","1000","2012:09:16 13:27:08","null","#d5800c","","#28380e"
"Nikon D5000","8124010237","659a1d5ff0","8328","9","1/500","2.8","1000","2012:10:22 17:17:54","null","#9c6444","","#adb6ae"
"Nikon D5000","7870230716","f2501fb31d","8426","9","1/800","null","200","2012:08:25 16:44:53","null","#0499df","","#142739"
"LG Electronics LG Optimus Elite","7983301760","4b0868d76c","8297","9","1/30/2017","2.8","300","2012:09:09 19:11:56","null","#c29f77","","#161716"
"Nikon D5000","7870235104","9d3a47297a","8421","9","1/50","null","1600","2012:08:25 19:02:43","null","#0468b7","","#055da4"
"Nikon D5000","7870232630","34e44cc713","8440","9","1/800","null","200","2012:08:25 17:08:56","null","#96680a","","#e8e8ea"
"Nikon D5000","8124013851","98a6e88a9f","8324","9","1/1/1600","9","800","2012:08:17 18:21:47","null","#b830ac","","#4e3534"
"Nikon D5000","7783544440","68c22bd2e7","7270","8","1/250","10","800","2012:08:12 17:00:31","null","#b4b03c","","#3b3b3b"
"Nikon D5000","7783547186","c8b8550bc3","8297","9","1/800","9","800","2012:08:12 18:03:29","null","#b438b0","","#363131"
"Nikon D5000","7870233224","5e4cee74b2","8446","9","1/500","null","200","2012:08:25 15:54:38","null","#ac644c","","#2a2624"
"Nikon D5000","8490731261","a7d38d28ff","8237","9","1/800","13","800","2012:08:12 16:46:05","null","#af844a","","#334149"
"Nikon D5000","7870231632","b08bc6ab9c","7125","8","1/250","7.1","200","2012:08:25 16:28:01","null","#f9c456","","#e9e6e2"
"Nikon D5000","7783549378","1ec0907169","7128","8","1/1/1250","10","800","2012:08:12 16:42:54","null","#baac6c","","#221817"
"Nikon D5000","7870229808","e62d8ca598","8428","9","1/1/1250","null","200","2012:08:25 14:29:02","null","#ae3f7d","","#c5b2b8"
"Nikon D5000","7783551466","d2253dd0ca","8447","9","1/500","5.6","800","2012:08:12 16:33:29","null","#8c44c0","","#ececec"
"Nikon D5000","7754600458","164a0dfeee","8440","9","1/1/1000","5.6","400","2012:08:08 15:47:58","null","#74a5db","","#3e5647"
"Nikon D5000","7783542198","871bdec173","8430","9","1/125","10","800","2012:08:12 18:15:40","null","#806a3a","","#293023"
"Nikon D5000","8124007165","0570c9c7fd","8324","9","1/1/2000","13","800","2012:08:12 16:43:53","null","#846938","","#302516"
"Nikon D5000","8491832236","d72a4a69bf","8507","9","1/640","10","800","2012:08:12 16:42:03","null","#a07d37","","#333215"
"Nikon D5000","7754585180","3d119dcbdd","8281","9","1/1/2500","6.3","400","2012:08:08 16:41:54","null","#aca83c","","#3d3d3d"
"Nikon D5000","7755888182","981878f018","7134","8","1/1/1250","5.6","400","2012:08:08 15:06:14","null","#d9502f","","#ceafa3"
"Nikon D5000","7754584096","bf4577221d","8291","9","1/1/1000","5.6","400","2012:08:08 15:48:47","null","#a27c37","","#9f864b"
"Nikon D5000","7755885844","e69c5a27d7","8444","9","1/1/1000","5.6","400","2012:08:08 15:07:02","null","#887fcc","","#c1bfcc"
"Nikon D5000","7754599602","9f1b6e97d4","8423","9","1/320","13","400","2012:08:08 15:00:31","null","#1f89b4","","#c7c7a5"
"Nikon D5000","7573008102","37b70c30e2","7107","8","1/125","4.5","200","2012:07:07 18:54:58","null","#a440a8","","#101010"
"Nikon D5000","7647505582","07764eb417","8168","9","1/1/1600","null","800","2012:07:21 17:32:11","null","#a8a428","","#151515"
"Nikon D5000","7573010774","1212a4cded","7137","8","1/80","8","200","2012:07:07 14:41:19","null","#9cb454","","#d6d2b6"
"Nikon D5000","7573065908","dfd8bb3494","7111","8","1/200","8","200","2012:07:07 15:13:03","null","#d1947c","","#293538"
"Nikon D5000","7573018984","bb0acd0938","8424","9","1/50","4.5","800","2012:07:07 19:52:32","null","#50c8cc","","#b1b1b1"
"Nikon D5000","7573020724","a0b672d4ea","7123","8","1/400","10","200","2012:07:07 16:51:10","null","#b8b046","","#605d30"
"Nikon D5000","7647508706","5d1b73a9cd","8421","9","1/1/1250","9","800","2012:07:21 17:13:01","null","#cfad80","","#29362b"
"Nikon D5000","7647501032","fce80360be","8021","9","1/400","10","800","2012:07:21 18:27:57","null","#ece45c","","#e1d4af"
"Nikon D5000","7755639186","6a23eee645","8427","9","1/320","13","400","2012:08:08 15:00:07","null","#588ac5","","#20374a"
"Nikon D5000","7647503280","abee6ec098","8163","9","1/1/1600","null","800","2012:07:21 17:35:41","null","#58d0d4","","#cbcbcb"
